url,predicted_label,phishing_probability
https://umb-login-update.net,1,0.9628
https://ktu-portal.live,1,0.7733
https://ecg-smartpay.xyz,1,0.8892
https://id-validation-ghana.com,1,0.9322
https://ecobank-mobileverify.xyz,1,0.9986
https://prudentialbank-auth.com,1,0.9386
https://ssnit-member-update.xyz,1,0.9726
https://dvla-driver-update.live,1,0.9326
https://ecg-support-portal.com,1,0.6602
https://ghana-card-online.xyz,1,0.8483
https://ug-course-registration.live,1,0.9851
https://gcb-banking-update.net,1,0.8841
https://ghanaid-fasttrack.net,1,0.5801
https://ghanaid-security.live,1,0.8986
https://ug-email-reset.site,1,0.7977
http://bit.ly/4gMt3VE,1,0.9739
https://ghanukt-gh.ink/GH,1,0.9236
https://www.winslots.com.gh/#/activities/register/ACT-INV-207156/4,0,0.0762
www.freedata.com,0,0.0769
https://ug-edu-gh-login.vercel.app/student-verify,1,0.9441
http://knust-hostel-allocation.online/check,1,0.8666
https://ghana-campus-jobs.info/apply-now,1,0.5093
https://fidelity-secureverify.site,1,0.9943
https://ecobankgh-login.online,1,0.9963
https://nia-correction-gh.site,1,0.9272
https://ghanacard-validation.com,1,0.8836
https://republicbankgh-verify.site,1,0.9979
https://stanbicghana-login.live,1,0.998
https://nia-fast-update.live,1,0.8979
https://ghanacard-update.com,1,0.7758
https://gcb-secure-login.com,1,0.977
https://accessbankgh-update.net,1,0.9208
https://ghanaid-portal.xyz,1,0.951
https://verify-ghanacard.net,1,0.9885
https://fidelitybankgh-login.com,1,0.9958
https://calbank-secure-login.com,1,0.9918
https://nia-portal-login.info,1,0.9711
https://ghana-card-security.site,1,0.9334
https://gcb-onlineverify.net,1,0.989
https://ghanacard-renewal.net,1,0.5963
https://absa-ghana-login.info,1,0.9803
https://ecg-ghana-services.info,1,0.9576
https://nia-card-activation.live,1,0.8904
https://ecg-power-restoration.net,1,0.8949
https://ghana-id-confirmation.net,1,0.9951
https://nia-record-update.site,1,0.917
https://nationalid-update.info,1,0.9602
https://ecg-invoice-check.net,1,0.5125
https://nia-card-renew.xyz,1,0.9558
https://ecg-service-center.site,1,0.9072
https://ecg-balance-payment.live,1,0.9658
https://cashout-ghana.live,1,0.806
https://postoffice-delivery.live,1,0.98
https://customs-duty-payment.site,1,0.8573
https://national-promo-gh.com,1,0.5086
https://mobile-rewards.live,1,0.9703
https://bonus-campaign.site,1,0.9608
https://reward-notification.net,1,0.8207
https://facebook-security-ghana.site,1,0.9288
https://parcel-redelivery.live,1,0.9488
https://ghana-giveaway.xyz,1,0.9679
https://courier-fee-payment.xyz,1,0.9405
https://academiccity-update.com,1,0.9363
https://track-my-parcel.net,0,0.3773
https://parcel-status.xyz,1,0.8225
https://icloud-security-alert.live,1,0.9654
https://netflix-payment-update.net,1,0.8873
https://gmail-storage-update.net,1,0.9073
https://dhl-customs-clearance.info,1,0.9742
https://speedaf-delivery.net,1,0.5196
https://microloan-approval.xyz,1,0.9453
https://umat-registration.live,1,0.9847
https://office365-ghana-login.info,1,0.9982
https://gimpa-portal.xyz,1,0.937
https://quickcash-ghana.live,1,0.9576
https://promo-redemption.site,1,0.9219
https://fedex-ghana-alert.live,1,0.9388
https://instagram-support-gh.xyz,1,0.9679
https://instantcash-ghana.net,1,0.7624
https://ghana-post-parcel.live,1,0.898
https://upsa-results-update.info,1,0.9472
https://appleid-confirmation.com,1,0.9967
